,Sentence,Subject,Relation,Object
612,The Sand Snakes are with me. They have the love of their people. They will avenge your father while you sit here in your chair doing nothing. Ellaria said to Doran.,Ellaria,said to,Doran
613,About your father. About the Mad King. Barristan Selmy said to Daenerys.,Barristan Selmy,said to,Daenerys
614,"When the people rose in revolt against him, your father set their towns and castles aflame. He murdered sons in front of their fathers. He burned men alive with Wildfire, and laughed as they screamed. And his efforts to stamp out dissent led to rebellion that killed every Targaryen except two. Barristan Selmy said to Daenerys.",your father,set,castles
615,"When the people rose in revolt against him, your father set their towns and castles aflame. He murdered sons in front of their fathers. He burned men alive with Wildfire, and laughed as they screamed. And his efforts to stamp out dissent led to rebellion that killed every Targaryen except two. Barristan Selmy said to Daenerys.",people,rose in,revolt
616,"When the people rose in revolt against him, your father set their towns and castles aflame. He murdered sons in front of their fathers. He burned men alive with Wildfire, and laughed as they screamed. And his efforts to stamp out dissent led to rebellion that killed every Targaryen except two. Barristan Selmy said to Daenerys.",your father,set aflame,castles
617,"When the people rose in revolt against him, your father set their towns and castles aflame. He murdered sons in front of their fathers. He burned men alive with Wildfire, and laughed as they screamed. And his efforts to stamp out dissent led to rebellion that killed every Targaryen except two. Barristan Selmy said to Daenerys.",your father,set aflame,their towns
618,"When the people rose in revolt against him, your father set their towns and castles aflame. He murdered sons in front of their fathers. He burned men alive with Wildfire, and laughed as they screamed. And his efforts to stamp out dissent led to rebellion that killed every Targaryen except two. Barristan Selmy said to Daenerys.",your father,set,their towns
619,"When the people rose in revolt against him, your father set their towns and castles aflame. He murdered sons in front of their fathers. He burned men alive with Wildfire, and laughed as they screamed. And his efforts to stamp out dissent led to rebellion that killed every Targaryen except two. Barristan Selmy said to Daenerys.",people,rose against,him
620,"When the people rose in revolt against him, your father set their towns and castles aflame. He murdered sons in front of their fathers. He burned men alive with Wildfire, and laughed as they screamed. And his efforts to stamp out dissent led to rebellion that killed every Targaryen except two. Barristan Selmy said to Daenerys.",He,murdered sons in front of,their fathers
621,"When the people rose in revolt against him, your father set their towns and castles aflame. He murdered sons in front of their fathers. He burned men alive with Wildfire, and laughed as they screamed. And his efforts to stamp out dissent led to rebellion that killed every Targaryen except two. Barristan Selmy said to Daenerys.",He,murdered,sons
622,"When the people rose in revolt against him, your father set their towns and castles aflame. He murdered sons in front of their fathers. He burned men alive with Wildfire, and laughed as they screamed. And his efforts to stamp out dissent led to rebellion that killed every Targaryen except two. Barristan Selmy said to Daenerys.",He,laughed,they screamed
623,"When the people rose in revolt against him, your father set their towns and castles aflame. He murdered sons in front of their fathers. He burned men alive with Wildfire, and laughed as they screamed. And his efforts to stamp out dissent led to rebellion that killed every Targaryen except two. Barristan Selmy said to Daenerys.",He,burned,men alive with Wildfire
624,"When the people rose in revolt against him, your father set their towns and castles aflame. He murdered sons in front of their fathers. He burned men alive with Wildfire, and laughed as they screamed. And his efforts to stamp out dissent led to rebellion that killed every Targaryen except two. Barristan Selmy said to Daenerys.",He,burned,men alive
625,"When the people rose in revolt against him, your father set their towns and castles aflame. He murdered sons in front of their fathers. He burned men alive with Wildfire, and laughed as they screamed. And his efforts to stamp out dissent led to rebellion that killed every Targaryen except two. Barristan Selmy said to Daenerys.",men,alive with,Wildfire
